aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.8080	-0.5154	-0.2531	62.6831	29.0527	9.1553
-0.8232	-0.4987	-0.2437	59.2651	26.4282	10.5591
-0.8302	-0.4774	-0.2190	58.4717	24.9634	15.6250
-0.8431	-0.4491	-0.1970	62.2559	24.5972	21.5454
-0.8638	-0.4308	-0.1879	69.9463	25.4517	27.2217
-0.8501	-0.4193	-0.1833	79.5288	29.0527	32.6538
-0.8073	-0.4349	-0.1892	89.1113	31.2500	35.8276
-0.7700	-0.4703	-0.2238	96.9849	30.5786	35.2783
-0.7675	-0.4816	-0.2249	101.4404	27.5269	31.1279
-0.7899	-0.4659	-0.2212	104.8584	23.9868	25.2686
-0.8176	-0.4574	-0.2356	109.8633	23.0713	20.6299
-0.8257	-0.4569	-0.2330	115.7227	26.9775	17.0288
-0.7900	-0.4725	-0.2531	119.9951	32.7148	15.1978
-0.7125	-0.5736	-0.3136	118.8354	35.9497	15.3809
-0.7156	-0.8442	-0.4742	102.3560	38.5132	12.8174
-0.8159	-1.1188	-0.6289	52.1851	49.3164	1.7700
-0.9019	-1.1959	-0.6234	-32.5317	70.3735	-16.9067
-0.8854	-0.9418	-0.4440	-135.9253	93.6890	-42.4805
-0.7908	-0.6727	-0.5632	-227.5391	94.1772	-65.7349
-0.6298	-0.6206	-0.7012	-312.9883	63.4766	-92.1021
-0.5308	-0.5586	-0.8938	-403.8086	17.4561	-134.3994
-0.4583	-0.4407	-1.1708	-496.3989	-28.2593	-179.7485
-0.3679	-0.2640	-1.3567	-578.7964	-64.0259	-215.4541
-0.4093	-0.0808	-1.4292	-641.3574	-88.1348	-238.4644
-0.5670	0.0585	-1.3372	-682.4341	-95.8862	-250.5493
-0.7496	0.1257	-1.2367	-700.5005	-86.4258	-254.2725
-0.9764	0.0927	-1.1013	-702.8809	-71.2891	-245.7275
-1.1007	0.2998	-0.5374	-692.8101	-49.5605	-220.1538
-1.1617	0.6963	0.5195	-627.0142	-57.6172	-175.1099
-1.6495	0.8656	1.2911	-499.3286	-79.2236	-99.4263
-1.9293	0.8384	1.5087	-338.8672	-107.9712	-11.2305
-1.9919	0.8811	1.2587	-172.9126	-101.1353	72.9980
-1.7191	0.8188	1.0283	-33.7524	-43.2129	133.1787
-1.2546	0.7670	0.9774	65.0635	21.4233	165.4663
-0.9238	0.6484	0.8597	140.4419	55.2979	170.4712
-0.7716	0.4714	0.6525	198.2422	56.7017	157.5317
-0.7019	0.2900	0.4268	236.3892	36.6211	136.5356
-0.7521	0.1471	0.2751	256.1035	14.7705	107.6050
-0.8828	0.0601	0.1975	264.9536	5.0659	79.2847
-0.9490	-0.0234	0.1133	268.9819	7.6904	65.1855
-0.9020	-0.1456	0.0150	267.5171	18.8599	65.9180
-0.8062	-0.2518	-0.0665	258.8501	31.0059	70.1904
-0.7299	-0.3738	-0.1547	241.7603	32.8369	77.8809
-0.7384	-0.4550	-0.1849	217.7124	25.8789	83.1909
-0.8019	-0.4716	-0.1874	193.1763	13.3667	85.3271
-0.8658	-0.4615	-0.2347	174.0723	-0.6104	85.2661
-0.8958	-0.4869	-0.2950	160.5225	-13.7329	82.5806
-0.9308	-0.4696	-0.2920	151.4282	-21.3013	77.2095
-0.9891	-0.4404	-0.2799	149.4751	-22.8882	71.7163
-1.0433	-0.4408	-0.2968	153.5034	-17.4561	66.5894
