aX	 aY 	 aZ	 gX	 gY	 gZ	
0.5806	-0.6434	-2.7174	-35.9497	-112.9150	-72.2046
0.8188	-0.4365	-2.7321	-93.4448	-95.7642	-86.9141
0.9985	-0.2094	-2.4878	-134.8877	-89.1724	-106.1401
0.8739	0.0204	-1.9778	-167.7246	-97.4121	-125.8545
0.4501	0.2750	-1.2697	-201.4771	-111.2061	-136.6577
-0.0537	0.7087	-0.4435	-235.4736	-105.8350	-134.8877
-0.3075	0.9784	0.4647	-257.3242	-78.7354	-133.1787
-0.7207	1.1077	1.3693	-270.2026	-58.7769	-131.4697
-1.4397	1.2789	2.2090	-271.6675	-61.1572	-122.6807
-2.1329	1.4198	3.0016	-259.7046	-64.8193	-104.9805
-2.5905	1.4149	3.7152	-234.4360	-48.6450	-88.0737
-2.6276	1.2992	3.9995	-192.8101	-20.1416	-69.5190
-2.4734	1.1144	3.9995	-142.0288	3.3569	-51.5137
-1.7422	1.1135	3.9995	-82.8857	7.2632	-37.1704
-1.0392	0.8387	3.8755	2.1362	-26.7334	-13.2446
-2.1010	0.1329	3.6088	33.0811	-92.5293	-9.5825
-2.4778	0.6636	3.3855	29.5410	-114.8071	-5.3101
-1.9424	0.8627	2.8932	41.8091	-73.6084	5.4321
-1.5818	0.4424	2.3717	80.2002	-32.7148	22.9492
-1.4072	0.3400	1.9193	98.9380	-24.0479	29.2969
-1.2750	0.2588	1.6003	87.3413	-26.1841	36.0718
-1.1010	0.2565	1.3507	76.0498	-25.3296	47.6685
-0.9536	0.2109	1.1188	70.3735	-18.2495	54.7485
-0.8308	0.1008	0.9771	63.7817	-6.8970	62.4390
-0.7134	0.0858	0.9034	52.0020	5.7373	69.4580
-0.6024	0.0990	0.8766	39.1846	17.2119	71.6553
-0.5277	0.1322	0.8832	29.1138	24.1089	71.2891
-0.4969	0.1702	0.9028	24.6582	27.0996	69.3970
-0.4791	0.1761	0.9039	26.1230	29.3579	65.4297
-0.4615	0.1401	0.8871	30.2734	31.5552	61.8896
-0.4601	0.1040	0.8632	33.6914	33.5083	60.5469
-0.4702	0.0901	0.8438	34.9731	36.2549	60.5469
-0.4874	0.0815	0.8099	36.2549	41.0767	59.0820
-0.4918	0.0724	0.7690	38.6963	49.6216	56.9458
-0.4672	0.0540	0.7233	41.9922	60.1196	55.5420
-0.4325	0.0314	0.6842	44.6167	70.9839	53.7109
-0.3900	0.0155	0.6515	45.9595	78.9795	51.9409
-0.3326	-0.0052	0.6265	45.6543	83.4351	50.5981
-0.2769	-0.0295	0.6118	44.1895	83.8623	48.9502
-0.2180	-0.0549	0.6124	40.8325	79.6509	46.9971
-0.1938	-0.0782	0.6350	35.2173	73.5474	44.8608
-0.1838	-0.0907	0.6404	30.7617	67.9321	43.0908
-0.1561	-0.0968	0.6273	26.4282	64.0869	40.9546
-0.1240	-0.1007	0.6407	22.8271	61.5845	39.3066
-0.1190	-0.1107	0.6451	21.6675	59.9365	35.7056
-0.1486	-0.1135	0.6362	22.9492	61.0352	32.1655
-0.1556	-0.1118	0.6331	25.5737	64.5142	28.3813
-0.1635	-0.1252	0.6340	28.1982	70.0073	25.2686
-0.1478	-0.1455	0.6210	29.7852	78.0640	23.3154
-0.0885	-0.1621	0.6031	30.5786	83.1909	21.1792
-0.0314	-0.1765	0.5825	30.9448	82.0313	18.1885
-0.0005	-0.1909	0.5630	29.1138	74.4629	14.5874
0.0017	-0.1989	0.5435	26.2451	61.3403	11.4746
-0.0022	-0.1909	0.5272	22.8271	46.0815	8.3618
-0.0092	-0.1754	0.5070	20.0195	30.3345	5.1270
-0.0280	-0.1560	0.4852	17.5171	15.6860	2.9907
-0.0739	-0.1327	0.4672	15.6250	3.1128	1.4038
-0.1342	-0.0994	0.4521	15.5029	-5.4932	0.7324
-0.1990	-0.0687	0.4381	18.0664	-9.5825	-0.3662
