aX	 aY 	 aZ	 gX	 gY	 gZ	
0.0468	-0.2393	1.0143	2.6855	15.2588	-2.2583
0.0585	-0.2246	1.0245	1.0986	5.3101	-6.9580
0.0817	-0.1938	1.0425	2.5024	-4.0283	-10.0098
0.1621	-0.1631	1.0704	3.5400	-10.0708	-12.7563
0.3156	-0.1136	1.1122	4.8218	-19.2261	-15.3809
0.6355	-0.0763	1.1722	11.1694	-41.8091	-15.3809
0.9855	-0.0502	1.2238	18.8599	-78.2471	-16.6016
1.2072	0.0208	1.2455	28.3203	-130.0049	-26.6724
1.3065	0.1252	1.2292	43.7622	-195.8618	-42.6025
1.3788	0.2275	1.1763	66.2842	-265.2588	-58.4717
1.4249	0.2538	1.0814	91.0645	-329.0405	-75.6226
1.3859	0.2866	0.9849	113.8916	-388.5498	-93.6890
1.2205	0.3109	0.8679	132.3853	-447.0215	-112.9150
1.0265	0.3031	0.7367	140.6860	-489.2578	-131.1035
0.8690	0.2622	0.5629	140.5029	-518.1274	-147.7051
0.5184	0.3551	0.4293	128.2349	-534.8511	-170.2271
-0.2520	0.7494	0.3455	120.7886	-535.0952	-182.1899
-0.6716	0.7684	0.3440	132.3853	-494.8730	-154.5410
-0.6113	0.6526	0.2858	162.1704	-416.0767	-108.3984
-0.3998	0.4735	0.1104	200.3174	-328.4912	-85.2661
-0.3408	0.3403	-0.1296	229.8584	-251.8921	-91.1865
-0.4510	0.2899	-0.3263	242.1875	-188.3545	-110.3516
-0.5005	0.2305	-0.4944	243.5913	-130.9814	-128.5400
-0.5011	0.2098	-0.6361	238.8306	-84.2896	-148.9868
-0.5607	0.1844	-0.7802	227.3560	-61.7676	-172.1191
-0.8376	0.2944	-0.8929	206.6650	-69.4580	-185.7300
-1.6913	0.4158	-1.0049	186.3403	-90.3320	-185.1196
-2.4160	0.4098	-1.1619	178.6499	-80.9326	-172.6074
-2.7013	0.2217	-1.3108	171.9971	-30.0903	-157.1655
-2.7542	0.0420	-1.3524	147.5830	34.6069	-145.4468
-2.5520	-0.0240	-1.2482	104.6753	89.9048	-132.2021
-2.2936	0.0096	-1.0311	59.2041	117.4316	-118.1641
-2.0726	0.0596	-0.7855	27.4658	109.4971	-105.0415
-2.0106	0.1072	-0.6007	12.0239	72.8149	-89.4775
-1.9869	0.1149	-0.5104	11.5967	23.4375	-71.8994
-2.0408	0.0510	-0.4828	17.6392	-24.7192	-50.3540
-2.0774	-0.0146	-0.4730	22.1558	-60.7300	-27.8931
-2.0787	-0.0853	-0.4435	22.1558	-77.9419	-6.4697
-2.0315	-0.1316	-0.4048	20.3857	-74.4629	8.9722
-1.9598	-0.2158	-0.3904	18.2495	-53.5889	19.9585
-1.8175	-0.2817	-0.3774	12.2070	-21.2402	25.5127
-1.6733	-0.2688	-0.3245	0.4272	12.5122	29.0527
-1.5640	-0.2178	-0.2539	-10.3760	41.9312	34.6680
-1.5132	-0.1725	-0.1978	-15.3809	64.7583	40.2222
-1.4758	-0.1705	-0.1711	-15.6250	81.9092	45.8374
-1.4462	-0.1948	-0.1519	-16.9067	94.9707	52.6123
-1.4758	-0.2231	-0.1387	-21.7285	105.8960	61.0962
-1.5209	-0.2120	-0.1228	-30.2734	120.2393	69.8853
-1.5444	-0.1726	-0.0974	-39.6118	140.8081	78.1250
-1.5050	-0.1814	-0.0631	-46.7529	166.5649	85.9985
-1.4114	-0.1570	-0.0233	-53.4668	193.9087	92.2241
-1.3604	-0.1230	0.0192	-59.0210	216.0034	96.9238
-1.3453	-0.0764	0.0674	-62.7441	232.6050	104.1870
-1.2208	-0.0885	0.1095	-64.2090	247.2534	115.9058
-1.1001	-0.1099	0.1510	-64.9414	257.3242	125.8545
-0.9734	-0.1444	0.2050	-66.5283	261.1694	131.8359
-0.8359	-0.1489	0.2664	-71.2280	260.3149	133.4839
-0.7406	-0.1206	0.3250	-77.5757	255.6152	135.8643
-0.6917	-0.0784	0.3877	-80.9937	246.2769	137.0850
-0.6665	-0.0491	0.4425	-81.6650	241.7603	139.1602
