aX	aY	aZ	gX	gY	gZ	
-0.8481	0.4645	0.4130	2.0142	-21.1182	43.8232
-0.8513	0.4762	0.3931	1.4038	-18.0054	50.2930
-0.8452	0.4779	0.3688	0.6104	-16.1743	56.8848
-0.8459	0.4717	0.3384	-0.8545	-15.7471	61.4014
-0.8469	0.4618	0.3108	-3.7231	-19.1650	64.2090
-0.8627	0.4524	0.2860	-9.0942	-26.6113	65.4297
-0.8781	0.4451	0.2678	-16.9067	-36.4990	66.1621
-0.8901	0.4434	0.2415	-25.7568	-47.4243	67.4438
-0.9167	0.4449	0.2172	-34.5459	-58.2886	69.8242
-0.9485	0.4482	0.1969	-42.7856	-65.4907	73.0591
-0.9764	0.4552	0.1708	-49.9268	-68.6035	77.0874
-0.9858	0.4686	0.1443	-55.9692	-70.2515	82.3975
-0.9604	0.4768	0.1184	-60.9741	-71.5942	88.2568
-0.9205	0.4830	0.0917	-66.0400	-72.4487	93.8721
-0.8875	0.5013	0.0619	-71.6553	-73.9746	98.6938
-0.8549	0.5125	0.0396	-78.5522	-78.0640	102.6611
-0.8105	0.5134	0.0004	-85.5713	-83.8013	104.8584
-0.7692	0.5308	-0.0253	-93.2007	-91.9189	105.5908
-0.7301	0.5525	-0.0519	-102.1118	-99.9146	104.9194
-0.6951	0.5656	-0.0731	-112.0605	-106.1401	102.6611
-0.6644	0.5782	-0.0898	-123.1079	-110.7178	99.7314
-0.6686	0.5985	-0.1016	-134.7046	-114.1357	96.5576
-0.7054	0.6138	-0.1152	-147.3999	-114.5020	93.0786
-0.7252	0.6545	-0.0840	-161.1328	-110.4736	89.7217
-0.7112	0.6989	-0.0609	-172.7905	-104.4312	86.9751
-0.6769	0.7400	-0.0128	-181.8848	-95.4590	84.5337
-0.6415	0.7578	0.0393	-189.0869	-84.4727	80.9326
-0.6301	0.7632	0.0913	-196.6553	-71.5332	78.6743
-0.6302	0.7670	0.1429	-203.6743	-55.7861	75.3174
-0.6202	0.7893	0.2144	-208.8623	-39.0625	70.3125
-0.6183	0.8234	0.2727	-209.5947	-21.7285	63.1104
-0.6306	0.8531	0.3220	-205.8716	-1.7700	54.3823
-0.6029	0.8549	0.3805	-199.8901	19.0430	47.0581
-0.5261	0.8405	0.4559	-193.6646	36.8042	41.3818
-0.4648	0.8207	0.5228	-186.8286	50.1709	35.5225
-0.4437	0.8064	0.5912	-180.6030	58.6548	27.8931
-0.4221	0.7770	0.6307	-174.4385	61.4624	22.2778
-0.3910	0.7225	0.6744	-170.8374	53.0396	18.6768
-0.3801	0.7430	0.6964	-168.5791	35.4614	10.2539
-0.4242	0.7771	0.7192	-159.3018	27.8320	0.6104
-0.5157	0.7742	0.7230	-146.9116	24.6582	-4.2725
-0.6052	0.7566	0.7048	-133.1787	23.3765	-5.9814
-0.6492	0.7404	0.6638	-116.8823	23.5596	-6.7139
-0.6885	0.7233	0.6178	-99.8535	25.6958	-7.4463
-0.7065	0.7010	0.5720	-84.1064	29.9072	-7.0190
-0.7000	0.6733	0.5312	-70.3735	32.3486	-5.0659
-0.7097	0.6392	0.4994	-60.5469	31.9214	-3.7231
-0.7463	0.6063	0.4639	-54.9316	30.5176	-5.0049
